# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			4361734	4361734	4361734			
N_multimapping			6993187	6993187	6993187			
N_noFeature			3671824	35979158	36433935			
N_ambiguous			6779477	1533680	1516588			
ENSG00000000003.15	TSPAN6	protein_coding	2647	1284	1363	38.1109	9.5588	9.1269
ENSG00000000005.6	TNMD	protein_coding	6	5	1	0.2655	0.0666	0.0636
ENSG00000000419.13	DPM1	protein_coding	1644	843	801	88.9535	22.3109	21.3029
ENSG00000000457.14	SCYL3	protein_coding	756	568	572	7.1732	1.7991	1.7179
ENSG00000000460.17	C1orf112	protein_coding	242	340	332	2.6473	0.6640	0.6340
ENSG00000000938.13	FGR	protein_coding	1754	886	869	33.8707	8.4953	8.1115
ENSG00000000971.16	CFH	protein_coding	2333	1129	1204	19.0933	4.7889	4.5725
ENSG00000001036.14	FUCA2	protein_coding	3010	2409	2351	69.6591	17.4715	16.6822
ENSG00000001084.13	GCLC	protein_coding	3426	2006	2009	25.9627	6.5118	6.2176
ENSG00000001167.14	NFYA	protein_coding	2148	1194	1222	36.8098	9.2324	8.8154
ENSG00000001460.18	STPG1	protein_coding	589	314	327	4.5196	1.1336	1.0824
ENSG00000001461.17	NIPAL3	protein_coding	2307	1198	1161	16.0351	4.0219	3.8402
ENSG00000001497.18	LAS1L	protein_coding	3237	1624	1626	16.8381	4.2233	4.0325
ENSG00000001561.7	ENPP4	protein_coding	3310	1652	1658	46.5483	11.6750	11.1476
ENSG00000001617.12	SEMA3F	protein_coding	16073	8111	7993	217.5093	54.5546	52.0900
ENSG00000001626.16	CFTR	protein_coding	30	16	17	0.1971	0.0494	0.0472
ENSG00000001629.10	ANKIB1	protein_coding	5672	2865	2834	50.1324	12.5740	12.0059
ENSG00000001630.17	CYP51A1	protein_coding	359	192	171	6.6437	1.6663	1.5911
ENSG00000001631.16	KRIT1	protein_coding	481	277	230	5.0634	1.2700	1.2126
ENSG00000002016.18	RAD52	protein_coding	422	218	204	6.1204	1.5351	1.4657
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	12	13	6	0.1243	0.0312	0.0298
ENSG00000002330.14	BAD	protein_coding	692	1302	1414	26.4598	6.6365	6.3367
ENSG00000002549.12	LAP3	protein_coding	7714	3880	3834	133.1012	33.3838	31.8756
ENSG00000002586.20	CD99	protein_coding	10781	4980	5801	144.9338	36.3516	34.7093
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	440	217	223	3.8649	0.9694	0.9256
ENSG00000002726.21	AOC1	protein_coding	26115	13006	13113	450.4822	112.9877	107.8833
ENSG00000002745.13	WNT16	protein_coding	4	4	0	0.0800	0.0201	0.0192
ENSG00000002746.15	HECW1	protein_coding	65	31	38	0.3046	0.0764	0.0730
ENSG00000002822.15	MAD1L1	protein_coding	38	19	19	0.3433	0.0861	0.0822
ENSG00000002834.18	LASP1	protein_coding	16534	10082	9779	152.9255	38.3560	36.6232
ENSG00000002919.15	SNX11	protein_coding	1485	774	711	23.4655	5.8855	5.6196
ENSG00000002933.9	TMEM176A	protein_coding	47825	23746	24162	898.2941	225.3056	215.1271
ENSG00000003056.8	M6PR	protein_coding	5212	3248	3155	94.9475	23.8142	22.7384
ENSG00000003096.14	KLHL13	protein_coding	465	251	214	4.3489	1.0908	1.0415
ENSG00000003137.8	CYP26B1	protein_coding	2193	1121	1072	28.5585	7.1629	6.8393
ENSG00000003147.19	ICA1	protein_coding	865	477	491	11.5690	2.9017	2.7706
ENSG00000003249.15	DBNDD1	protein_coding	780	383	423	11.4165	2.8634	2.7341
ENSG00000003393.15	ALS2	protein_coding	2457	1263	1195	15.3729	3.8558	3.6816
ENSG00000003400.15	CASP10	protein_coding	3126	1519	1607	26.9297	6.7544	6.4492
ENSG00000003402.20	CFLAR	protein_coding	14651	8358	8086	42.5656	10.6761	10.1938
ENSG00000003436.16	TFPI	protein_coding	11166	5948	5820	62.2531	15.6140	14.9086
ENSG00000003509.16	NDUFAF7	protein_coding	815	618	567	14.5785	3.6565	3.4913
ENSG00000003756.17	RBM5	protein_coding	3464	2500	2460	21.8430	5.4785	5.2310
ENSG00000003987.14	MTMR7	protein_coding	137	382	376	1.2915	0.3239	0.3093
ENSG00000003989.18	SLC7A2	protein_coding	15321	7620	7702	126.5766	31.7473	30.3131
ENSG00000004059.11	ARF5	protein_coding	5071	2637	2556	181.4676	45.5148	43.4586
ENSG00000004139.14	SARM1	protein_coding	657	2355	2419	3.8638	0.9691	0.9253
ENSG00000004142.12	POLDIP2	protein_coding	6532	3946	4059	159.7729	40.0734	38.2631
ENSG00000004399.13	PLXND1	protein_coding	44866	22378	22491	306.5943	76.8984	73.4244
ENSG00000004455.17	AK2	protein_coding	4321	2222	2143	29.3192	7.3537	7.0215
ENSG00000004468.13	CD38	protein_coding	204	99	105	1.9430	0.4873	0.4653
ENSG00000004478.8	FKBP4	protein_coding	3896	2540	2404	49.2816	12.3606	11.8022
ENSG00000004487.17	KDM1A	protein_coding	2614	1297	1317	31.3816	7.8710	7.5154
ENSG00000004534.15	RBM6	protein_coding	3451	1736	1716	30.8780	7.7447	7.3948
ENSG00000004660.15	CAMKK1	protein_coding	1355	669	686	11.9054	2.9860	2.8511
ENSG00000004700.16	RECQL	protein_coding	2163	1970	2095	37.3807	9.3756	8.9521
ENSG00000004766.17	VPS50	protein_coding	1407	713	694	9.6128	2.4110	2.3021
ENSG00000004776.13	HSPB6	protein_coding	52	111	112	1.9699	0.4941	0.4717
ENSG00000004777.18	ARHGAP33	protein_coding	1027	545	555	12.7513	3.1982	3.0537
ENSG00000004779.10	NDUFAB1	protein_coding	2601	1303	1299	109.7331	27.5227	26.2793
ENSG00000004799.8	PDK4	protein_coding	30824	15276	15552	443.0155	111.1149	106.0951
ENSG00000004809.14	SLC22A16	protein_coding	5	4	1	0.0836	0.0210	0.0200
ENSG00000004838.14	ZMYND10	protein_coding	133	93	86	3.0066	0.7541	0.7200
ENSG00000004846.16	ABCB5	protein_coding	2	2	0	0.0141	0.0035	0.0034
ENSG00000004848.8	ARX	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000004864.14	SLC25A13	protein_coding	2630	1332	1298	46.2967	11.6119	11.0873
ENSG00000004866.22	ST7	protein_coding	1473	827	869	14.7409	3.6972	3.5302
ENSG00000004897.12	CDC27	protein_coding	4214	2204	2251	40.3296	10.1153	9.6583
ENSG00000004939.15	SLC4A1	protein_coding	4	4	1	0.0510	0.0128	0.0122
ENSG00000004948.16	CALCR	protein_coding	964	493	471	14.9117	3.7401	3.5711
ENSG00000004961.15	HCCS	protein_coding	1297	612	685	36.1523	9.0675	8.6579
ENSG00000004975.12	DVL2	protein_coding	1947	965	983	23.8969	5.9937	5.7229
ENSG00000005001.10	PRSS22	protein_coding	3	3	1	0.0822	0.0206	0.0197
ENSG00000005007.13	UPF1	protein_coding	9883	5016	4868	75.2877	18.8833	18.0302
ENSG00000005020.13	SKAP2	protein_coding	5424	2777	2647	66.0758	16.5728	15.8241
ENSG00000005022.6	SLC25A5	protein_coding	6671	4114	4053	280.1746	70.2720	67.0973
ENSG00000005059.16	MCUB	protein_coding	184	99	87	3.3802	0.8478	0.8095
ENSG00000005073.6	HOXA11	protein_coding	65	41	48	1.5905	0.3989	0.3809
ENSG00000005075.15	POLR2J	protein_coding	1431	736	715	68.9713	17.2990	16.5175
ENSG00000005100.13	DHX33	protein_coding	1611	825	786	18.1744	4.5584	4.3525
ENSG00000005102.14	MEOX1	protein_coding	19	11	8	0.4640	0.1164	0.1111
ENSG00000005108.16	THSD7A	protein_coding	2116	1157	1131	12.6538	3.1738	3.0304
ENSG00000005156.12	LIG3	protein_coding	1517	1190	1146	7.6795	1.9261	1.8391
ENSG00000005175.10	RPAP3	protein_coding	1085	506	579	13.2448	3.3220	3.1719
ENSG00000005187.12	ACSM3	protein_coding	1646	1182	1220	14.3139	3.5901	3.4280
ENSG00000005189.20	REXO5	protein_coding	270	141	149	4.2893	1.0758	1.0272
ENSG00000005194.15	CIAPIN1	protein_coding	2940	1491	1449	56.7562	14.2353	13.5922
ENSG00000005206.17	SPPL2B	protein_coding	2843	1417	1429	25.0265	6.2770	5.9934
ENSG00000005238.20	FAM214B	protein_coding	2074	1071	1003	21.2470	5.3291	5.0883
ENSG00000005243.10	COPZ2	protein_coding	281	147	135	9.8347	2.4667	2.3553
ENSG00000005249.13	PRKAR2B	protein_coding	180	89	91	2.7582	0.6918	0.6605
ENSG00000005302.19	MSL3	protein_coding	1720	886	834	11.4857	2.8808	2.7506
ENSG00000005339.15	CREBBP	protein_coding	9682	4909	4774	40.8498	10.2458	9.7829
ENSG00000005379.17	TSPOAP1	protein_coding	1899	948	963	10.8895	2.7312	2.6079
ENSG00000005381.8	MPO	protein_coding	13	7	6	0.2407	0.0604	0.0576
ENSG00000005421.9	PON1	protein_coding	14	6	8	0.3441	0.0863	0.0824
ENSG00000005436.14	GCFC2	protein_coding	1196	870	895	14.3004	3.5867	3.4247
ENSG00000005448.17	WDR54	protein_coding	1364	682	689	31.2344	7.8341	7.4801
ENSG00000005469.12	CROT	protein_coding	861	422	439	11.2573	2.8235	2.6960
ENSG00000005471.19	ABCB4	protein_coding	1119	583	536	9.4565	2.3718	2.2647
ENSG00000005483.21	KMT2E	protein_coding	7186	4054	3825	47.1711	11.8312	11.2967
ENSG00000005486.17	RHBDD2	protein_coding	4778	2256	2522	130.5619	32.7469	31.2675
ENSG00000005513.10	SOX8	protein_coding	139	71	68	2.0308	0.5094	0.4864
ENSG00000005700.15	IBTK	protein_coding	4974	2489	2485	37.2570	9.3446	8.9224
ENSG00000005801.18	ZNF195	protein_coding	1263	656	607	7.0433	1.7666	1.6868
ENSG00000005810.18	MYCBP2	protein_coding	4086	2594	2577	16.6917	4.1865	3.9974
ENSG00000005812.11	FBXL3	protein_coding	3433	3331	3166	31.6850	7.9471	7.5881
ENSG00000005844.19	ITGAL	protein_coding	2368	1374	1445	15.6782	3.9323	3.7547
ENSG00000005882.12	PDK2	protein_coding	3964	3777	3881	47.3190	11.8683	11.3321
ENSG00000005884.18	ITGA3	protein_coding	18168	9009	9161	121.0489	30.3609	28.9893
ENSG00000005889.16	ZFX	protein_coding	3307	1662	1651	23.8989	5.9942	5.7234
ENSG00000005893.16	LAMP2	protein_coding	16584	8189	8395	115.1715	28.8867	27.5817
ENSG00000005961.19	ITGA2B	protein_coding	29	12	17	0.3326	0.0834	0.0796
ENSG00000005981.13	ASB4	protein_coding	196	98	98	2.7791	0.6970	0.6655
ENSG00000006007.12	GDE1	protein_coding	1999	1238	1162	29.7383	7.4588	7.1219
ENSG00000006015.18	REX1BD	protein_coding	1545	775	770	29.9322	7.5074	7.1683
ENSG00000006016.11	CRLF1	protein_coding	467	422	396	10.2794	2.5782	2.4618
ENSG00000006025.12	OSBPL7	protein_coding	721	352	369	7.1648	1.7970	1.7159
ENSG00000006042.12	TMEM98	protein_coding	6409	3198	3211	80.6942	20.2393	19.3250
ENSG00000006047.13	YBX2	protein_coding	844	444	403	11.9024	2.9853	2.8504
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006062.17	MAP3K14	protein_coding	4244	2929	2744	48.9006	12.2650	11.7109
ENSG00000006071.15	ABCC8	protein_coding	10	6	5	0.0519	0.0130	0.0124
ENSG00000006116.4	CACNG3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006118.15	TMEM132A	protein_coding	2377	1303	1276	21.3415	5.3528	5.1109
ENSG00000006125.18	AP2B1	protein_coding	19066	9665	9462	164.0321	41.1417	39.2831
ENSG00000006128.12	TAC1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006194.10	ZNF263	protein_coding	2911	1816	1702	29.6911	7.4470	7.1106
ENSG00000006210.7	CX3CL1	protein_coding	42930	21441	21492	470.4169	117.9876	112.6573
ENSG00000006282.21	SPATA20	protein_coding	4269	2168	2101	52.2393	13.1024	12.5105
ENSG00000006283.18	CACNA1G	protein_coding	1	1	0	0.0065	0.0016	0.0016
ENSG00000006327.14	TNFRSF12A	protein_coding	9070	4486	4586	328.8985	82.4926	78.7659
ENSG00000006377.11	DLX6	protein_coding	30	16	17	0.5687	0.1426	0.1362
ENSG00000006432.15	MAP3K9	protein_coding	22	9	13	0.1160	0.0291	0.0278
ENSG00000006451.8	RALA	protein_coding	3272	1662	1611	59.7063	14.9752	14.2987
ENSG00000006453.14	BAIAP2L1	protein_coding	209	217	208	2.8312	0.7101	0.6780
ENSG00000006459.11	KDM7A	protein_coding	2394	1198	1196	16.6718	4.1815	3.9926
ENSG00000006468.14	ETV1	protein_coding	525	283	242	3.5660	0.8944	0.8540
ENSG00000006530.18	AGK	protein_coding	1339	861	841	8.1750	2.0504	1.9578
ENSG00000006534.16	ALDH3B1	protein_coding	3782	1929	1857	37.2768	9.3496	8.9272
ENSG00000006555.11	TTC22	protein_coding	1063	545	518	11.3603	2.8493	2.7206
ENSG00000006576.16	PHTF2	protein_coding	1405	718	688	10.6128	2.6618	2.5416
ENSG00000006606.9	CCL26	protein_coding	4	3	1	0.3716	0.0932	0.0890
ENSG00000006607.14	FARP2	protein_coding	1722	977	1035	7.8255	1.9628	1.8741
ENSG00000006611.17	USH1C	protein_coding	10672	5334	5341	142.1228	35.6465	34.0361
ENSG00000006625.18	GGCT	protein_coding	424	216	208	17.3718	4.3571	4.1603
ENSG00000006634.8	DBF4	protein_coding	248	159	146	3.5248	0.8841	0.8441
ENSG00000006638.13	TBXA2R	protein_coding	1861	913	951	42.9921	10.7831	10.2959
ENSG00000006652.15	IFRD1	protein_coding	733	362	371	6.0581	1.5195	1.4508
ENSG00000006659.13	LGALS14	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006695.12	COX10	protein_coding	858	426	434	8.2940	2.0803	1.9863
ENSG00000006704.11	GTF2IRD1	protein_coding	1575	792	784	15.8271	3.9697	3.7903
ENSG00000006712.15	PAF1	protein_coding	6203	3233	3163	142.1429	35.6516	34.0410
ENSG00000006715.16	VPS41	protein_coding	3764	1931	1833	31.7106	7.9535	7.5942
ENSG00000006740.17	ARHGAP44	protein_coding	748	472	518	5.2404	1.3144	1.2550
ENSG00000006744.19	ELAC2	protein_coding	3423	1735	1714	31.9266	8.0077	7.6459
ENSG00000006747.15	SCIN	protein_coding	132	78	67	0.7415	0.1860	0.1776
ENSG00000006756.16	ARSD	protein_coding	5889	3977	3739	54.7396	13.7295	13.1093
ENSG00000006757.12	PNPLA4	protein_coding	1946	930	1016	37.2588	9.3451	8.9229
ENSG00000006788.14	MYH13	protein_coding	489	252	260	5.2183	1.3088	1.2497
ENSG00000006831.10	ADIPOR2	protein_coding	7658	3784	3877	85.7710	21.5127	20.5408
ENSG00000006837.12	CDKL3	protein_coding	56	39	17	1.1614	0.2913	0.2781
ENSG00000007001.13	UPP2	protein_coding	10	5	5	0.2209	0.0554	0.0529
ENSG00000007038.11	PRSS21	protein_coding	4	4	0	0.1328	0.0333	0.0318
ENSG00000007047.15	MARK4	protein_coding	3577	1768	1809	35.0973	8.8029	8.4052
ENSG00000007062.12	PROM1	protein_coding	4	3	1	0.0350	0.0088	0.0084
ENSG00000007080.11	CCDC124	protein_coding	3802	1922	1881	149.4895	37.4942	35.8003
ENSG00000007129.18	CEACAM21	protein_coding	67	39	28	2.2133	0.5551	0.5300
ENSG00000007168.14	PAFAH1B1	protein_coding	9376	5576	5577	44.4652	11.1525	10.6487
ENSG00000007171.18	NOS2	protein_coding	637	323	314	9.4570	2.3720	2.2648
ENSG00000007174.18	DNAH9	protein_coding	8	3	5	0.0308	0.0077	0.0074
ENSG00000007202.15	KIAA0100	protein_coding	6844	5488	5260	48.4153	12.1433	11.5947
ENSG00000007216.15	SLC13A2	protein_coding	17	8	9	0.3442	0.0863	0.0824
ENSG00000007237.19	GAS7	protein_coding	986	513	473	6.3392	1.5900	1.5181
ENSG00000007255.10	TRAPPC6A	protein_coding	1419	749	672	99.3274	24.9128	23.7873
ENSG00000007264.15	MATK	protein_coding	459	223	236	7.2442	1.8170	1.7349
ENSG00000007306.15	CEACAM7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007312.13	CD79B	protein_coding	404	213	191	12.7956	3.2093	3.0643
ENSG00000007314.12	SCN4A	protein_coding	865	425	440	6.8533	1.7189	1.6413
ENSG00000007341.19	ST7L	protein_coding	769	640	592	6.1941	1.5536	1.4834
ENSG00000007350.17	TKTL1	protein_coding	28	14	15	0.5186	0.1301	0.1242
ENSG00000007372.24	PAX6	protein_coding	1	97	101	0.0032	0.0008	0.0008
ENSG00000007376.8	RPUSD1	protein_coding	984	506	496	23.2081	5.8209	5.5580
ENSG00000007384.15	RHBDF1	protein_coding	1824	876	948	24.2414	6.0801	5.8054
ENSG00000007392.17	LUC7L	protein_coding	2057	988	1070	21.7518	5.4557	5.2092
ENSG00000007402.12	CACNA2D2	protein_coding	123	112	112	1.2343	0.3096	0.2956
ENSG00000007516.14	BAIAP3	protein_coding	1052	942	898	11.2464	2.8208	2.6933
ENSG00000007520.4	TSR3	protein_coding	2043	1346	1485	110.2684	27.6570	26.4075
ENSG00000007541.17	PIGQ	protein_coding	2348	1096	1252	19.5193	4.8957	4.6746
ENSG00000007545.16	CRAMP1	protein_coding	840	449	446	6.3819	1.6007	1.5284
ENSG00000007866.22	TEAD3	protein_coding	1341	660	681	28.7236	7.2043	6.8789
ENSG00000007908.16	SELE	protein_coding	453	236	218	6.4511	1.6180	1.5449
ENSG00000007923.16	DNAJC11	protein_coding	1447	1196	1285	18.5916	4.6630	4.4524
ENSG00000007933.13	FMO3	protein_coding	710	362	348	13.4832	3.3818	3.2290
ENSG00000007944.15	MYLIP	protein_coding	6132	3090	3042	130.3615	32.6966	31.2195
ENSG00000007952.18	NOX1	protein_coding	39	22	17	1.0016	0.2512	0.2399
ENSG00000007968.7	E2F2	protein_coding	108	54	54	1.2913	0.3239	0.3093
ENSG00000008018.9	PSMB1	protein_coding	7816	3917	3899	230.0358	57.6964	55.0899
ENSG00000008056.14	SYN1	protein_coding	35	34	31	0.6123	0.1536	0.1466
ENSG00000008083.14	JARID2	protein_coding	1697	848	849	17.7495	4.4519	4.2507
ENSG00000008086.13	CDKL5	protein_coding	3016	1524	1511	10.3364	2.5925	2.4754
ENSG00000008118.10	CAMK1G	protein_coding	123	58	66	2.4137	0.6054	0.5781
ENSG00000008128.23	CDK11A	protein_coding	108	68	41	1.3871	0.3479	0.3322
ENSG00000008130.15	NADK	protein_coding	2426	1161	1267	28.4449	7.1344	6.8121
ENSG00000008196.13	TFAP2B	protein_coding	7	3	4	0.0743	0.0186	0.0178
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008226.20	DLEC1	protein_coding	32	430	411	0.2506	0.0629	0.0600
ENSG00000008256.16	CYTH3	protein_coding	3120	1579	1541	35.0830	8.7993	8.4018
ENSG00000008277.14	ADAM22	protein_coding	1228	624	604	6.5742	1.6489	1.5744
ENSG00000008282.9	SYPL1	protein_coding	11686	5703	5983	274.2338	68.7819	65.6746
ENSG00000008283.16	CYB561	protein_coding	3939	1966	1973	48.5743	12.1832	11.6328
ENSG00000008294.21	SPAG9	protein_coding	15492	7879	7616	84.5526	21.2070	20.2490
ENSG00000008300.17	CELSR3	protein_coding	298	130	169	1.4052	0.3524	0.3365
ENSG00000008311.15	AASS	protein_coding	1842	964	878	18.0519	4.5277	4.3231
ENSG00000008323.15	PLEKHG6	protein_coding	366	167	200	5.6110	1.4073	1.3437
ENSG00000008324.12	SS18L2	protein_coding	393	270	250	8.2316	2.0646	1.9713
ENSG00000008382.16	MPND	protein_coding	837	870	746	26.6779	6.6912	6.3889
ENSG00000008394.13	MGST1	protein_coding	3999	2008	1991	35.0985	8.8032	8.4055
ENSG00000008405.12	CRY1	protein_coding	1771	931	981	24.1867	6.0664	5.7923
ENSG00000008438.5	PGLYRP1	protein_coding	9	7	2	0.8302	0.2082	0.1988
ENSG00000008441.18	NFIX	protein_coding	4507	2266	2242	45.7412	11.4726	10.9543
ENSG00000008513.16	ST3GAL1	protein_coding	8473	4317	4156	62.5121	15.6790	14.9706
ENSG00000008516.17	MMP25	protein_coding	120	138	149	1.8457	0.4629	0.4420
ENSG00000008517.18	IL32	protein_coding	13166	6654	6512	267.9492	67.2056	64.1695
ENSG00000008710.20	PKD1	protein_coding	5460	3497	3426	19.2394	4.8255	4.6075
ENSG00000008735.14	MAPK8IP2	protein_coding	34	22	14	0.3833	0.0961	0.0918
ENSG00000008838.20	MED24	protein_coding	5059	2487	2574	47.4569	11.9029	11.3652
ENSG00000008853.17	RHOBTB2	protein_coding	1834	1679	1638	18.1176	4.5442	4.3389
ENSG00000008869.12	HEATR5B	protein_coding	3688	1845	1844	29.2373	7.3332	7.0019
ENSG00000008952.17	SEC62	protein_coding	14263	7263	7000	117.4939	29.4692	28.1379
ENSG00000008988.11	RPS20	protein_coding	34072	17636	16438	328.9259	82.4995	78.7725
ENSG00000009307.16	CSDE1	protein_coding	39844	20003	19841	450.3536	112.9554	107.8525
ENSG00000009335.18	UBE3C	protein_coding	5752	2833	2919	40.7654	10.2246	9.7627
ENSG00000009413.16	REV3L	protein_coding	2277	1382	1286	11.9684	3.0018	2.8662
ENSG00000009694.13	TENM1	protein_coding	897	476	453	4.5426	1.1394	1.0879
ENSG00000009709.12	PAX7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000009724.17	MASP2	protein_coding	48	50	46	0.7364	0.1847	0.1764
ENSG00000009765.15	IYD	protein_coding	5	2	3	0.0315	0.0079	0.0075
ENSG00000009780.16	FAM76A	protein_coding	700	357	343	11.2990	2.8340	2.7059
ENSG00000009790.15	TRAF3IP3	protein_coding	376	310	299	3.1685	0.7947	0.7588
ENSG00000009830.12	POMT2	protein_coding	1788	903	885	11.6690	2.9267	2.7945
ENSG00000009844.16	VTA1	protein_coding	1963	1008	955	17.6633	4.4302	4.2301
ENSG00000009950.16	MLXIPL	protein_coding	3774	1896	1879	51.1887	12.8389	12.2589
ENSG00000009954.11	BAZ1B	protein_coding	8802	4527	4275	81.4226	20.4220	19.4994
ENSG00000010017.13	RANBP9	protein_coding	2061	1478	1382	37.2030	9.3311	8.9095
ENSG00000010030.14	ETV7	protein_coding	329	152	177	9.0507	2.2701	2.1675
ENSG00000010072.16	SPRTN	protein_coding	845	572	558	9.3440	2.3436	2.2377
ENSG00000010165.20	EEF1AKNMT	protein_coding	2172	1077	1095	37.0268	9.2869	8.8673
ENSG00000010219.13	DYRK4	protein_coding	725	345	380	6.7123	1.6835	1.6075
ENSG00000010244.19	ZNF207	protein_coding	6438	3251	3187	26.5808	6.6669	6.3657
ENSG00000010256.11	UQCRC1	protein_coding	7146	3473	3673	145.6595	36.5336	34.8831
ENSG00000010270.14	STARD3NL	protein_coding	3555	1766	1789	53.6936	13.4671	12.8587
ENSG00000010278.15	CD9	protein_coding	16895	8413	8483	189.2921	47.4773	45.3324
ENSG00000010282.15	HHATL	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000010292.13	NCAPD2	protein_coding	2660	1461	1437	26.8501	6.7344	6.4302
ENSG00000010295.20	IFFO1	protein_coding	1389	732	660	18.3444	4.6011	4.3932
ENSG00000010310.9	GIPR	protein_coding	48	23	26	0.6184	0.1551	0.1481
ENSG00000010318.21	PHF7	protein_coding	226	121	105	4.3875	1.1005	1.0507
ENSG00000010319.7	SEMA3G	protein_coding	2190	1138	1053	28.3386	7.1078	6.7867
ENSG00000010322.16	NISCH	protein_coding	5011	2565	2447	36.1134	9.0578	8.6486
ENSG00000010327.10	STAB1	protein_coding	14248	7368	7650	87.8837	22.0425	21.0467
ENSG00000010361.14	FUZ	protein_coding	1498	1201	1254	33.1296	8.3094	7.9340
ENSG00000010379.16	SLC6A13	protein_coding	22982	11498	11485	353.7391	88.7230	84.7148
ENSG00000010404.18	IDS	protein_coding	1101	548	553	7.7366	1.9405	1.8528
ENSG00000010438.17	PRSS3	protein_coding	2	1	1	0.0917	0.0230	0.0220
ENSG00000010539.12	ZNF200	protein_coding	661	347	357	5.7574	1.4440	1.3788
ENSG00000010610.10	CD4	protein_coding	4251	2060	2194	60.9229	15.2804	14.5901
ENSG00000010626.15	LRRC23	protein_coding	889	416	473	19.0233	4.7713	4.5558
ENSG00000010671.16	BTK	protein_coding	386	182	204	5.5102	1.3820	1.3196
ENSG00000010704.18	HFE	protein_coding	1695	855	841	19.5062	4.8924	4.6714
ENSG00000010803.16	SCMH1	protein_coding	2278	1333	1224	33.4545	8.3909	8.0118
ENSG00000010810.17	FYN	protein_coding	8850	4456	4394	77.9892	19.5609	18.6772
ENSG00000010818.10	HIVEP2	protein_coding	4095	2240	2132	25.0997	6.2954	6.0110
ENSG00000010932.17	FMO1	protein_coding	2662	1379	1285	48.2650	12.1056	11.5587
ENSG00000011007.12	ELOA	protein_coding	2650	1697	1613	32.1029	8.0519	7.6881
ENSG00000011009.11	LYPLA2	protein_coding	2641	1274	1367	85.3435	21.4054	20.4384
ENSG00000011021.23	CLCN6	protein_coding	2147	1097	1118	17.1561	4.3030	4.1086
ENSG00000011028.14	MRC2	protein_coding	3912	2264	2150	38.7629	9.7223	9.2831
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	1	1	2	0.0153	0.0038	0.0037
ENSG00000011105.14	TSPAN9	protein_coding	15591	7800	7791	147.4615	36.9855	35.3147
ENSG00000011114.15	BTBD7	protein_coding	3194	1608	1587	18.4060	4.6165	4.4079
ENSG00000011132.12	APBA3	protein_coding	1565	838	823	18.2644	4.5810	4.3740
ENSG00000011143.19	MKS1	protein_coding	783	460	419	4.5314	1.1365	1.0852
ENSG00000011198.10	ABHD5	protein_coding	987	509	484	8.5501	2.1445	2.0476
ENSG00000011201.12	ANOS1	protein_coding	1007	492	515	9.2863	2.3291	2.2239
ENSG00000011243.18	AKAP8L	protein_coding	1942	1669	1657	24.9712	6.2631	5.9802
ENSG00000011258.16	MBTD1	protein_coding	1278	646	632	11.6180	2.9140	2.7823
ENSG00000011260.14	UTP18	protein_coding	2025	1008	1017	48.9268	12.2716	11.7172
ENSG00000011275.19	RNF216	protein_coding	4244	2170	2074	36.5851	9.1761	8.7615
ENSG00000011295.16	TTC19	protein_coding	3684	1970	1749	39.7416	9.9678	9.5175
ENSG00000011304.22	PTBP1	protein_coding	19484	9678	9807	169.1885	42.4350	40.5179
ENSG00000011332.19	DPF1	protein_coding	10	5	5	0.1361	0.0341	0.0326
ENSG00000011347.10	SYT7	protein_coding	123	62	61	1.0637	0.2668	0.2547
ENSG00000011376.12	LARS2	protein_coding	1329	660	669	6.9956	1.7546	1.6753
ENSG00000011405.13	PIK3C2A	protein_coding	7136	3587	3549	50.6345	12.6999	12.1262
ENSG00000011422.12	PLAUR	protein_coding	698	367	331	10.2278	2.5653	2.4494
ENSG00000011426.11	ANLN	protein_coding	479	241	256	5.2164	1.3083	1.2492
ENSG00000011451.21	WIZ	protein_coding	5009	2524	2487	32.5923	8.1746	7.8053
ENSG00000011454.18	RABGAP1	protein_coding	6942	3460	3482	59.2176	14.8527	14.1817
ENSG00000011465.18	DCN	protein_coding	436	221	215	2.2003	0.5519	0.5269
ENSG00000011478.13	QPCTL	protein_coding	891	427	467	20.5981	5.1663	4.9329
ENSG00000011485.15	PPP5C	protein_coding	4575	2529	2465	42.1477	10.5713	10.0937
